"close_lastclose_ratio","volume_ma5_ratio","close_ma30_ratio","close_ma60_ratio","volume_ma60_ratio","b_upper5_ratio","ema5_ratio","aroonup5_ratio","aroonosc5_ratio","ppo5_ratio"
0.1878599911,-0.1130868164,-0.103599297,-0.0037468867,-0.1871401569,-0.0627785194,0.0246964023,0.2,-0.0666666667,-0.0062652297
-0.1157261391,-0.1995482294,-0.1702832967,-0.0453491792,-0.2380694415,-0.0876713062,-0.1161379348,-0.2,0,0.0018680388
-0.2569036428,0.2502299019,-0.3167844061,-0.136104023,0.0212143349,-0.1904583298,-0.3701010099,0,0.1111111111,0.0077200195
0.4051056602,0.4904745033,-0.0954239293,-0.0033397432,0.1688586052,0.1243637083,0.2069990271,0.4,-0.1,-0.0096242019
0.0462074978,-0.1126873846,-0.0804420817,0.0081407125,-0.1377485159,0.1147918989,0.1907324952,-0.1,0,-0.016325247
0.0690637066,-0.0940014422,-0.0511559475,0.0273287979,-0.1167187843,0.0996206165,0.2063291641,0.8,-0.4166666667,-0.0170320799
-0.0915942586,-0.1225910999,-0.1098693384,-0.0071947338,-0.1106205011,0.0446677127,0.0311147589,-0.04,0,-0.0792897369
0,0.0934355973,-0.1129619896,-0.0118456458,0.0290746698,-0.2712689862,0.0207286014,-0.05,0,0.0924372271
0.0691872552,-0.0523226245,-0.0748377485,0.0098442122,-0.1153346773,0.0196660168,0.0930695946,-0.0666666667,-0.0555555556,-0.0029134751
-0.3211503318,0.0377876466,-0.2582898766,-0.1017708945,-0.0462835461,0.1626195297,-0.307173707,-0.1,-0.5,-0.0123837253
0.0470507003,0.0747419471,-0.2244209835,-0.0856763453,-0.0021120956,-0.0709381381,-0.1531179338,-0.2,0.0416666667,-0.0204583173
0.0468796069,-0.1345822471,-0.1808386984,-0.0693188766,-0.1323393245,-0.0548428119,-0.049153057,0.2,-0.0666666667,-0.0867016735
0.1868390129,0.2552580157,-0.0635071244,-0.0073146876,0.1225767482,0.0186760333,0.180551423,-0.2,0,0.0418841318
-0.0920849421,0.2245049376,-0.1095648624,-0.0412098721,0.1795629121,-0.1199077802,0.0136337244,1,-0.3333333333,0.0091869716
0.3478028388,0.0886209296,0.0942459375,0.074782477,0.1173951103,0.3519144712,0.4073820499,0,0.0555555556,-0.0234355244
0.0903109765,-0.1479058438,0.1437641006,0.1048940921,-0.0698773647,0.2449977879,0.3743547989,0,0.0416666667,-0.4697093727
-0.1121034078,-0.2662725632,0.0829970249,0.0635795951,-0.1615907863,0.0110815571,0.1170256698,0,-0.0333333333,0.017120307
0.0226173542,-0.1616384125,0.1093401144,0.0692522453,-0.1154690057,0.0286881937,0.1038328277,-0.04,0,0.0039993486
-0.0677332324,-0.1360530044,0.0805477282,0.0448361763,-0.1482240556,-0.190817761,-0.0088217311,-0.05,-0.0416666667,0.0062470559
-0.1588789494,0.0897591566,-0.0022662054,-0.0123325606,-0.0628071358,0.0837226591,-0.1876423205,-0.0666666667,-0.3333333333,-0.0092210543
0.0689405984,-0.045856406,0.0485602533,0.0102078055,-0.1463773682,-0.1221999785,-0.0473986743,-0.1,0,-0.015946727
0.2285796435,0.3252780706,0.1809937021,0.0874514429,0.1103043478,0.0830380304,0.2294091124,-0.2,0,-0.0173691697
0.1122987099,0.083635515,0.2443549964,0.1240700722,-0.001330599,0.1691291943,0.2819989047,1,-0.3333333333,-0.0124273197
0.0222657891,-0.2594045098,0.252335367,0.1291539049,-0.2124332472,0.1504459717,0.2126143279,0,0.0555555556,-0.0001040654
0.2667287978,0.2023374601,0.4044527579,0.2210985784,0.1010939623,0.2742922032,0.449247488,0,0.0416666667,0.3372187766
0.370206355,0.4702331605,0.6122116323,0.3492792031,0.4913125946,0.487936985,0.7286939263,0,0,0.0311960171
0.211689522,0.152876745,0.7189247062,0.4207096825,0.2537191141,0.4633520686,0.728048399,0,0,0.0098622595
-0.1249617954,-0.1129831039,0.6141909173,0.3665422992,0.0217099775,0.1138828823,0.3298676143,-0.04,-0.0333333333,0.0043575483
-0.1892773687,-0.148342265,0.4665054597,0.2913790252,0.0311285651,-0.1669151788,-0.001542466,-0.05,-0.0416666667,0.0016178681
0.0426883837,-0.240374688,0.4662895098,0.3012678954,-0.0756863294,-0.1390505243,0.0478239025,-0.0666666667,-0.0555555556,-0.0025224821
-0.3829274819,0.2202908884,0.2116073874,0.1543422018,0.3064920382,0.1761909279,-0.4073475239,-0.1,-0.5,-0.0101513313
-0.1096249311,0.0100483337,0.1309068022,0.1110686873,0.0801931436,-0.1553719472,-0.3972193736,-0.2,0.0416666667,-0.0209071284
-0.0442260442,-0.0047836801,0.0863307874,0.0906502958,0.0785242245,-0.2352288133,-0.3169096614,0,0,-0.1089681972
-0.0443782853,0.1322878265,0.0504088857,0.0696091993,0.2385398288,-0.1950054879,-0.2628538399,0,0,0.02380859
0.1335947346,0.029278384,0.1187752049,0.1097424412,0.2071963223,-0.5244145592,-0.0252140841,0,-0.0333333333,0.0087093989
-0.1322245322,-0.221988167,0.0322028607,0.0572849355,-0.0897405746,-0.1044552896,-0.1679737249,0,-0.0416666667,-0.0020879
0.1335947346,-0.0653047423,0.0999873665,0.0993259356,0.0379978941,0.0360531131,0.0393214919,1,-0.3333333333,-0.0075545088
-0.5068607069,0.4522457277,-0.205224868,-0.0818353377,0.6598350706,0.2370734185,-0.5549264916,-0.04,-0.2222222222,-0.0036057761
-0.2064537847,-0.017857954,-0.320334808,-0.1516997252,0.1649424651,0.1199437504,-0.6049287906,-0.05,0.1666666667,0.0005648634
0.0699379307,-0.1103610484,-0.2840722752,-0.127861195,0.0491719487,-0.1927087436,-0.3310499122,-0.0666666667,0,0.0029537022
0.0463737118,-0.3227979992,-0.2610497819,-0.1112038868,-0.1565660862,-0.2057495576,-0.1700894795,-0.1,0,0.0038190564
-0.1617262424,-0.2922744175,-0.353075893,-0.1610570372,-0.1383093409,-0.6854385856,-0.2974935547,-0.2,0,0.0097824022
0.2105753667,0.0703420474,-0.234209944,-0.0878912483,0.0478511564,-0.0506956915,0.038065141,0,0.25,-0.0031848297
0.3222972973,0.2073675212,-0.0571723774,0.0218095668,0.1296661748,0.4236127898,0.394849019,1,-0.2,-0.0103826603
-0.1572181938,-0.023636163,-0.1478026816,-0.0322629116,-0.0458407977,0.0803234577,0.0777917088,0,0.1666666667,-0.0152138698
-0.0454740455,-0.2377397444,-0.1698950731,-0.0479372006,-0.1840208421,0.0304688969,-0.0004562222,-0.04,0,-0.0277519262
0.0228175078,-0.0331220855,-0.154965978,-0.0376391634,-0.0360946943,-0.1043214183,0.0258093061,-0.05,0,0.4060615186
-0.1138859708,-0.1788080472,-0.2167252172,-0.0719601905,-0.1592365913,-0.0110784934,-0.1132950219,-0.0666666667,0,0.0014338181
0.0689405984,0.0912144962,-0.1753588607,-0.0445235257,-0.041894975,-0.2002927326,0.0027717995,-0.1,-0.0833333333,-0.0139834974
0.4114433583,0.3287652941,0.0532480493,0.0977070051,0.1372113441,0.4372672158,0.472792069,0.8,0.1666666667,0.0039956103
0.243661187,0.2303978855,0.1853979889,0.1831958535,0.1740634938,0.4808722566,0.5966212829,0,0.0833333333,0.0183119444
-0.282621576,-0.1286101929,0.0114186802,0.0791909323,-0.0835861611,0.0626993653,0.0604015436,0,0.0555555556,-0.0006287502
0.0444547996,-0.1814478894,0.0364456474,0.093161184,-0.1117028541,-0.0311033335,0.0912287537,-0.04,0,0.0101869822
-0.044302034,-0.3043300789,0.0100993963,0.0758631161,-0.2161065691,-0.1714688689,0.0097830734,-0.05,-0.0416666667,0.0094358168
-0.0444547996,-0.1393384046,-0.0101075395,0.0589746022,-0.152323318,0.0042345099,-0.0443791446,-0.0666666667,-0.0555555556,-0.0050448919
0.1115215562,-0.0381413637,0.0673379452,0.0953992529,-0.1611276926,-0.2826771399,0.0977613017,-0.1,-0.5,-0.0125892298
0.3316953317,0.4144233677,0.2749662501,0.2079548137,0.0955192126,0.4465883173,0.4463197181,0.8,-0.2083333333,0.0025266221
0.0215583476,0.1752212735,0.2945930746,0.211002995,0.0043033812,0.2211381606,0.319741701,0,0.1666666667,-0.0025622578
0.6241483554,0.919538062,0.6667606226,0.4264891107,1,0.7934817447,0.9361985846,0,0.0833333333,0.0209234945
0.1847564125,-0.000193605,0.7706365996,0.4840590307,0.2096743276,0.4984714693,0.8314127935,0,0.0555555556,0.0221803597
0.0404768976,-0.1987086454,0.7723237753,0.4878306455,0.0261558336,0.1958844286,0.5920888396,0,0.0416666667,0.0121012662
0.2824514656,-0.1578711137,0.9220289497,0.5818068469,0.0670709051,0.2981949224,0.7213072645,0,0,0.004275914
-0.3158809652,-0.1849852813,0.6858317543,0.4442581959,0.0464107298,-0.3339944526,0.1000505379,-0.04,-0.0333333333,0.001971617
0.3035767321,0.1328575969,0.8463680438,0.5465395359,0.2237483121,0.0917218465,0.4155520709,0.05,0.0416666667,-0.0025829025
0.1186370419,0.0923401715,0.8890523577,0.5785503815,0.179127095,0.1697425444,0.4127604906,0,-0.0666666667,-0.0043211777
0.2351104904,-0.0160460086,1,0.6550256989,0.0991242394,0.2990840796,0.5466806782,-0.04,0,-0.0034869397
-0.2308995563,-0.1378674414,0.8107528738,0.5489424624,-0.0209107198,0.0319920374,0.08930151,-0.05,0,-0.0074917058
-0.0979627043,-0.1550244761,0.7041075407,0.4974659135,-0.0467506172,-0.1470487685,-0.053152566,-0.0666666667,-0.0555555556,-0.004747819
0.1776830429,-0.2755080483,0.7679366662,0.5517534027,-0.1876931152,0.0146980779,0.1673866248,-0.1,-0.0833333333,-0.003685878
-0.311586511,-0.0516569109,0.5242842476,0.4166791121,-0.0786124377,0.0671107137,-0.2481182219,-0.2,-1,-0.0098696451
0.19956489,-0.0190304888,0.6060055869,0.4776080703,-0.0957665603,-0.2236961594,0.0594768128,0,0,-0.0223011503
0.1965227423,0.0449141746,0.6791465551,0.5370506464,-0.0737981604,0.1316271725,0.2651163778,1,-0.2,0.014784575
0.019357195,0.0929323303,0.6433709608,0.5295663553,-0.047676823,0.1173144462,0.1981095047,-0.04,0,-0.0062775802
-0.1739535638,-0.0096467515,0.4947479099,0.4479914868,-0.0777191571,-0.0271868753,-0.0693745974,-0.05,0,-0.0577710618
0.5289986035,0.4677598672,0.7746469583,0.6338053385,0.332687711,0.3520058057,0.5572009205,0.1333333333,0.5,-0.1573779325
0.0564608404,-0.0973091022,0.7561645088,0.640125895,-0.0553059167,0.2438759777,0.4330737361,0,0.0416666667,0.0263611677
-0.1499057197,-0.0854077236,0.6086318929,0.5652823085,-0.0434269377,0.057929723,0.1110308723,-0.04,-0.1,0.0015826836
-0.2843799682,-0.0526742262,0.3827808974,0.4413195109,-0.0151068992,0.0065831941,-0.2532582228,-0.05,0,-0.004209155
0.193863036,-0.0878623627,0.4560298277,0.500601597,-0.0337224497,-0.0975155595,0.0495068411,-0.0666666667,0,0.0065239682
0.0763963964,0.1088909939,0.4628646267,0.5139277716,0.044971925,-0.0636346395,0.1205965779,-0.1,-0.0833333333,-0.0112142742
0.151892688,-0.2411011375,0.5183346763,0.5557826192,-0.1960088861,-0.0198244099,0.2549608503,-0.2,-0.8333333333,-0.0149086509
0.0750619615,0.0154054461,0.5189084874,0.5689816206,-0.0392032725,0.1596664039,0.2558907338,1,-0.25,-0.0034569316
-0.0746274494,-0.1317504245,0.4281421069,0.525094829,-0.1473175242,-0.0562142057,0.0832224103,-0.04,0,0.0311258178
0.2064203942,-0.1382515979,0.5079620876,0.5889691748,-0.1728114736,0.1363122586,0.2925065059,-0.05,0,0.0032913457
0,-0.0177714606,0.4585218474,0.5745042901,-0.1470020892,0.0348990637,0.1937241419,0.1333333333,0.25,0.0125677089
0.5171532564,0.2585833372,0.722532696,0.7605932966,0.0527934096,0.6537541258,0.7256122063,0,-0.1,0.0131796243
0.1065445611,0.0968745358,0.7352224133,0.7878949126,-0.0320993031,0.3996662056,0.6018099769,0,0.0833333333,0.0062843994
0.317013735,0.2119751533,0.876799805,0.8976207773,0.0918638461,0.4391240915,0.7683716519,0,0.0555555556,0.0066679313
-0.2234594595,-0.0597433267,0.6844342267,0.7858092599,-0.0561836504,0.0430524099,0.2390367876,-0.04,0,0.0019069109
0.0349847813,-0.2618141847,0.6652950812,0.7814992214,-0.1944099581,-0.2450825667,0.1989711182,-0.05,-0.0416666667,0.0024805628
-0.0348900998,-0.1090813031,0.6032751475,0.7466565675,-0.1221124371,-0.044404119,0.0917656838,-0.0666666667,-0.0555555556,-0.0032609058
0.4023249844,0.2097334657,0.8161179058,0.8846047797,0.0984272263,0.2871227065,0.5234054202,0.3,0.25,-0.0018710792
-0.0339260313,-0.0033956188,0.7446903067,0.8457591133,-0.0681090095,0.1052126533,0.3051241325,0,-0.1,-0.0076533366
-0.2040932753,-0.0941135301,0.5748765843,0.7387447135,-0.1309834932,-0.0051652805,-0.0347538124,-0.04,0,-0.0059746402
-0.1036881385,-0.0077037677,0.4769402389,0.6760183637,-0.0543173504,-0.0039419686,-0.1416690775,-0.05,0,-0.0102975601
-0.1393718042,-0.0179891586,0.3655676032,0.6001877905,-0.0482240373,0.0391338814,-0.2532320987,-0.0666666667,0,-0.0069679047
0.21134249,-0.0898168264,0.4634322106,0.6623068931,-0.1329310259,-0.1772745361,0.0692992532,-0.1,-0.4166666667,-0.0265815629
-0.0693112467,-0.1933983741,0.3867701119,0.6113948821,-0.2025669029,-0.2623486782,-0.0334454835,-0.2,0,0.2150120185
0.0871073776,-0.2045325368,0.4093577548,0.6207186023,-0.21883721,-0.0156156516,0.0772273243,0,-0.0555555556,0.0085062202
0.6748775621,0.4037467719,0.7755400545,0.8565515304,0.1293130767,0.8698936599,0.826464082,1,-0.5,-0.0272973423
-0.0657749586,0.2037096955,0.6843617251,0.7996827635,0.0369018752,0.2749744278,0.4628398624,0,0.0416666667,0.3262116946
0.5784823285,0.4161118109,0.9975903479,1,0.2863229948,0.7064986292,0.981125937,0,0,0.0373559033
-0.0158182723,0.1949196302,0.9288162891,0.9587450256,0.2512924858,0.2473276499,0.621011394,-0.04,-0.0666666667,0.015528916
-0.1900524603,-0.0907032244,0.7472233568,0.8484471497,0.0615733111,-0.2363376852,0.1847508948,-0.05,0,0.0058634586
-0.192896138,0.0035189268,0.5825222259,0.7400267463,0.1542091234,-0.020637495,-0.099944134,-0.0666666667,-0.0555555556,-0.0033410448
0.065275402,-0.2508371412,0.5845596059,0.7370874014,-0.1009013326,-0.0897905474,0.0075875244,-0.1,-0.0833333333,-0.0034605974
-0.2760228743,-0.0028968878,0.3735838818,0.599293708,0.0815641954,-0.0723386937,-0.3109512147,-0.2,-1,-0.0122158504
0.0165918815,-0.0797354774,0.3433384825,0.5791454747,-0.0309536778,-0.2824535017,-0.1900471531,0,0,-0.0241174173
-0.6628222052,0.3885362489,-0.0878927077,0.2991426002,0.4255099804,0.1747868334,-0.8792836698,0,0,-1
0.3668424522,-0.0887829316,0.0991214309,0.4141649665,-0.0017204344,-0.1696827961,-0.1952470747,0,0,0.0078711305
-0.1358829185,-0.2070738193,-0.0040619183,0.3443512077,-0.0923472635,-0.3647009595,-0.2848775613,0,-0.0333333333,0.0092353488
0.0858315039,-0.2635847372,0.0246389561,0.3561180817,-0.1644737774,-0.2057514733,-0.0941894901,0,-0.0416666667,-0.001813164
0.2728442728,-0.0727058571,0.1573676489,0.4361711281,-0.0233935476,-0.1171468047,0.2480039096,0,-0.0555555556,-0.0036969826
0.2003921019,0.1029129047,0.2485596879,0.488530134,0.0018090232,0.2602120872,0.396313527,1,-0.5,-0.0164952992
0.0328874793,0.3200277567,0.2382595905,0.476903968,0.1796436352,0.2272289799,0.300171215,0,0.0416666667,-0.026123804
-0.2624303693,0.2389407461,0.063280644,0.3548868279,0.2065908855,-0.0681794592,-0.1056240962,0,-0.0666666667,0.5136319711
-0.2009126009,0.0496762817,-0.0652049806,0.2618924863,0.1315822875,-0.0200877367,-0.2994232989,-0.04,0,0.0088487175
-0.1360621836,-0.0620919268,-0.1450478139,0.1954719627,0.0528171019,0.0783494517,-0.3545732821,-0.05,0,-0.0044295468
-0.1718918919,-0.0561610221,-0.2458172384,0.1212451556,0.0897812242,-0.1153321894,-0.4318392535,-0.0666666667,-0.3333333333,-0.0309632592
0.1045288532,-0.1396752748,-0.1882139548,0.1468633467,-0.0155003519,-0.4398160295,-0.1734561703,-0.1,0.0555555556,0.0924062947
0.3801898413,0.0400717541,0.0209213451,0.2690682363,0.1144836242,-0.0400441857,0.3156005579,-0.2,0,0.0060512892
0.0335726351,-0.0241459888,0.0375092626,0.2686540198,0.0409543727,0.1646071952,0.2478777949,1,-0.25,-0.002378062
-0.0334854335,-0.177450008,0.0142672295,0.2421493746,-0.1026001889,0.1166991616,0.1255816206,-0.04,0,-0.0103140622
0.3860853041,0.014235305,0.2278298605,0.3680435402,0.0268509019,0.3069906051,0.5278481693,0.05,0.1666666667,-0.0420079781
-0.2281750777,-0.134622663,0.076372564,0.2694328437,-0.0884416944,-0.1095544673,0.0804569118,-0.04,0,0.0451799023
-0.0663675258,-0.2560095418,0.0231021601,0.2339715164,-0.208595639,-0.0030753655,-0.0226907726,-0.05,-0.0416666667,0.0015660492
0.2668438166,0.2352211854,0.1663418211,0.3172137768,0.0872312317,0.1239149595,0.2899470284,0.1333333333,0.0555555556,0.0013759963
0.3594697359,0.4643416742,0.3592512869,0.4333166448,0.3868443723,0.3934825033,0.6087977853,0,0.0416666667,0.0047595318
0,0.1258972924,0.3366218443,0.4168841329,0.1579067889,0.2200216358,0.4003586446,0,-0.0666666667,-0.0053323694
-0.0635851635,-0.0925907308,0.2895102848,0.3752061517,0.0011589262,0.0781304988,0.1904371956,-0.04,0,-0.0004004312
0.3514518236,-0.0580623914,0.4883609526,0.4882317937,0.0797933076,0.1467198256,0.5320872096,0.05,0.1111111111,0.0105242578
0.171062498,-0.0701023857,0.5872983676,0.5346612429,0.0664590084,0.2223293029,0.550938468,0,0,0.0044602886
-0.1841698842,0.0746649636,0.4650603202,0.445482362,0.145354287,0.0521164383,0.1468170987,-0.04,-0.0333333333,-0.003380861
-0.1556991774,-0.0926112075,0.3618284276,0.3688888568,-0.0221609939,-0.0172272644,-0.0818170359,-0.05,-0.0833333333,-0.0019273391
0,-0.1272487631,0.3522884194,0.3547196227,-0.0508981318,-0.0798887401,-0.0546456988,-0.0666666667,0,-0.0030336573
0,-0.1654039803,0.3441293783,0.3409498632,-0.1062456859,-0.0250060971,-0.0364754971,-0.1,-0.5,-0.0117602267
0.1576025904,-0.1507277011,0.4241224706,0.3840642795,-0.1238649436,-0.2165889359,0.1557371583,-0.2,0,-0.0208272341
-0.2335487662,-0.1340714873,0.2664636127,0.2806350235,-0.1607375709,-0.0656328459,-0.1657035285,0,-0.0416666667,-0.0660483603
-0.3805724544,0.5227959873,0.0167997417,0.1287839704,0.304475788,0.2303514659,-0.5431652587,0,0.1111111111,0.0447757962
-0.0653581338,0.1640024083,-0.0303353689,0.0949103145,0.1179743943,0.0182005331,-0.4395508687,0.4,-0.0666666667,0.0195828159
0.14780513,-0.0202971965,0.042843403,0.1366139989,0.0100865918,-0.1266525186,-0.1302075476,-0.1,0.0555555556,0.0033408409
0.2760228743,-0.1223607098,0.1889741514,0.223173316,-0.0519403313,-0.2817532464,0.226975248,-0.2,0,0.0011886931
0.0953777452,-0.090676453,0.2319214956,0.2446980896,-0.0022023022,0.065495921,0.2608157783,1,-0.25,-0.0039604413
0.0315590989,-0.1093486949,0.2395883827,0.2439666649,-0.0788780806,0.1692033692,0.2094002919,-0.04,0,-0.0147642924
0.1101871102,-0.1088214814,0.2935473865,0.2712681123,-0.1154108534,0.0667540408,0.2662364776,-0.05,0,-0.0458072312
0.1248609384,0.0224457555,0.3488908678,0.3061930998,-0.0460689492,0.0477714989,0.3210383812,0.1333333333,0.25,0.0464887097
0.1391211355,-0.0973338741,0.4064458327,0.346369978,-0.1276706827,0.2150857523,0.3739976742,0,0,0.0123174048
0.0611714918,-0.1521306545,0.4120900986,0.3592612972,-0.1834459467,0.1597581038,0.3184249378,0,0,0.0042600278
-0.1217652127,0.0733335816,0.3035482233,0.3032304073,-0.0680895226,-0.0458247402,0.0694194799,0,-0.0666666667,-0.0015739594
0.0307315659,-0.1355351052,0.2913723509,0.304280973,-0.1859619871,-0.063903254,0.0814887458,-0.04,0,-0.0040923157
0.061316965,-0.0924587404,0.3039105111,0.3160632098,-0.1898817573,-0.0162694642,0.1246594536,-0.05,0,-0.0053633637
-0.152566768,0.3800739384,0.1891658462,0.2518656735,0.0822632596,0.0275501558,-0.0927162122,0.1333333333,-0.1666666667,-0.0092196318
-0.1698333064,0.5423913759,0.0685171003,0.1831004073,0.3656862284,0.0255110586,-0.2554940099,-0.04,-0.0555555556,-0.0193120948
0.2503279979,-0.2000913994,0.2023436412,0.2641858776,-0.149849804,0.007363284,0.1118485689,-0.05,0,-0.0313611826
-0.1841698842,-0.2459289674,0.0744420823,0.1878462977,-0.1776704409,-0.0376620562,-0.1374620227,-0.0666666667,0,0.1733560272
-0.1712690952,-0.2867435033,-0.0414892875,0.1176986927,-0.204886228,-0.1016469984,-0.2867182432,-0.1,0,0.0303025409
-0.3629296371,3.01731997376858E-05,-0.2566241974,-0.0162883413,-0.0404375316,0.1321480005,-0.602338317,-0.2,0.6666666667,0.0117276616
0.048709919,-0.0614777706,-0.2245576312,-0.0047684844,-0.1767053445,-0.0116816565,-0.3528897422,0.2,-0.0333333333,0.001108484
0.0485265692,-0.1004197801,-0.1933607694,0.0069110371,-0.2026842599,-0.3668672066,-0.1825058858,-0.2,0,0.0095662792
-0.3222972973,0.2296269144,-0.3713251692,-0.1047950119,-0.0218373412,-0.263320034,-0.4879801696,0,0.0416666667,0.0060475856
0.0991683992,0.1889242328,-0.3026767651,-0.0717223652,0.0178851746,-0.3372672678,-0.2179815023,0,-0.0333333333,0.0005872464
-0.0984113885,0.3031268446,-0.3408003145,-0.1021482215,0.1344380186,-0.0151815346,-0.2575544551,0,0.0416666667,-0.0034318084
0.1322245322,-0.1386569222,-0.2539901505,-0.0548889068,-0.1208605755,-0.0902097366,-0.0231520119,0.2,-0.0666666667,-0.0026880302
0.1145218823,-0.2310764193,-0.1814584793,-0.0149633894,-0.1744067127,-0.1013634611,0.1154871385,-0.2,0,-0.0060002932
0.0324324324,-0.2478707001,-0.1562948267,-0.0043948528,-0.2051025242,0.1039979175,0.1141022616,0,-0.0555555556,-0.0150103623
-0.0161755231,-0.1736850612,-0.1589387907,-0.0101918925,-0.1933182388,0.0569300426,0.0572649604,0.8,-0.4166666667,-0.0241805341
-0.2267418172,-0.1088769981,-0.2764742607,-0.0891931185,-0.2197972419,-0.0218686989,-0.2220428978,-0.05,0,-0.3969148591
0.0824289763,-0.0197960115,-0.2215414249,-0.0619747617,-0.2022536379,0.0017009328,-0.055388518,-0.0666666667,-0.3333333333,0.0132598189
-0.0491431711,0.3897988142,-0.2482653091,-0.083020641,0.0051685377,-0.0366232794,-0.093073985,-0.1,0,-0.0064250359
0.0822186983,-0.0835763109,-0.2024080678,-0.0577701133,-0.1903382633,-0.0969825633,0.0315203586,-0.2,0,-0.0364159671
0.3431302024,0.0106042141,-0.0097217425,0.0542502329,-0.1413724819,0.3035729519,0.4142603805,1,-0.3333333333,-0.0124235435
