"volume","volume_lastvolume_ratio","volume_ma5_ratio","close_ma15_ratio","close_ma30_ratio","ad_ratio","b_upper5_ratio","b_middle5_ratio","ma5_ratio","slowd5_ratio"
0.2732939357,0.012430936,0.1278517958,-0.3953765869,-0.1156374439,-0.0043591601,0.0685518493,-0.2774778073,-0.2774778073,-0.4935779493
0.2013264956,-0.0507076948,-0.0697854951,-0.4760571368,-0.1981997729,0.0219012616,-0.0967790621,-0.4893479664,-0.4893479664,-0.6071620849
0.3017120169,0.0960147494,0.1323460207,-0.6153966475,-0.3443173433,0.0385106443,-0.1362314355,-0.6141859885,-0.6141859885,-0.7109665918
0.1378904417,-0.104555359,-0.2555476424,-0.5176496994,-0.2781153949,0,-0.3394863546,-0.5046604527,-0.5046604527,-0.770034102
0.1706399447,0.0457339127,-0.1327092485,-0.6007752138,-0.4184274865,0.0207132894,-0.1510511996,-0.4630719269,-0.4630719269,-0.7931730314
0.1731246707,0.0028039199,-0.075148649,-0.5661000619,-0.4503149518,0.0182200192,-0.1684326619,-0.4197120709,-0.4197120709,-0.7716159072
0.1989306421,0.0287031169,0.0078169283,-0.4535666005,-0.3998616885,0.0026352617,-0.1932474841,-0.2747734388,-0.2747734388,-0.7901763202
0.0871990695,-0.1081538627,-0.2685605261,-0.3895172517,-0.4005267169,-0.0039655913,-0.0426515781,-0.1006840672,-0.1006840672,-0.7951188703
0.131385718,0.0975769006,-0.0851869756,-0.2628314263,-0.3353817962,-0.0123117453,-0.1474427699,-0.100965701,-0.100965701,-0.6762533104
0.1896730938,0.0854268027,0.133842667,-0.3491269228,-0.4590591624,0.0195568028,0.0125216104,-0.075936686,-0.075936686,-0.6059877132
0.3808859029,0.1941239242,0.576359258,-0.4858181389,-0.6197218002,0.0257280392,0.1440429068,-0.2282903323,-0.2282903323,-0.5001232072
0.3101937827,-0.0357391251,0.2553125394,-0.21193856,-0.4231864465,-0.0187729213,-0.0247081567,-0.051054085,-0.051054085,-0.1464853572
0.1926232893,-0.0729849072,-0.1246511753,-0.1605391514,-0.4171986022,0.0084624818,-0.0277461357,-0.0511263996,-0.0511263996,0.259830594
0.175781587,-0.0168362357,-0.1842029673,-0.1116593507,-0.4111988707,-0.0145342861,-0.1165982244,-0.1279972982,-0.1279972982,0.445117918
0.2481907973,0.0793210105,-0.0317091185,0.063550254,-0.276782817,-0.0025551808,0.1558918282,0.1798339265,0.1798339265,0.6973756038
0.4770514635,0.1775633342,0.4344647532,0.3861389244,-0.0007131216,-0.0330401477,0.4177930264,0.715769594,0.715769594,0.8889212198
0.276945483,-0.0807723361,0.0064091475,0.1889783869,-0.1656087028,0.0269337637,0.0688735413,0.2757275132,0.2757275132,0.8922969913
0.2541167392,-0.0158728729,-0.0700856213,0.0401463454,-0.2838611385,0.0037843874,-0.0196154652,0.1243805586,0.1243805586,0.808095209
0.3271528706,0.0553442232,0.0205292259,0.3738290444,0.024340153,-0.0258025438,0.114576534,0.4710230246,0.4710230246,0.6645506357
0.2071228317,-0.0706491627,-0.2041928294,0.3904638195,0.0934379661,-0.0111276864,0.1108356727,0.3670702179,0.3670702179,0.7748774153
0.2793861431,0.0671827368,0.024127469,0.6299051872,0.3704282504,-0.0381688446,0.3549021797,0.3391498881,0.3391498881,0.8417334722
0.3343726474,0.0378982413,0.1195431117,0.5062778182,0.3184225363,0.0382089468,0.1571160839,0.4559903749,0.4559903749,0.6856952122
0.2531665444,-0.0467655164,-0.0600393125,0.5028384308,0.3716718546,0.0075163166,-0.0909564017,0.6399024482,0.6399024482,0.5706058656
0.2024507323,-0.0385749062,-0.128648836,0.3432792959,0.2737595617,0.00406691,-0.0503426555,0.1862980031,0.1862980031,0.4616493506
0.1188006365,-0.0795636867,-0.3107788087,0.2511304993,0.2393183234,0,-0.0645421747,0.0926707011,0.0926707011,0.309242103
0.1776623506,0.0954073747,-0.1133399264,0.3509352013,0.3893051017,-0.017323017,-0.0228772153,-0.0231083471,-0.0231083471,0.1838064573
0.127442743,-0.0544309255,-0.171215075,0.3419736282,0.4328028784,-0.0149678679,0.0728592388,0.0924926024,0.0924926024,0.1699031529
0.4718039148,0.5203156331,0.7135426836,0.5703827477,0.7034800717,-0.055395888,0.4125833832,0.3459607485,0.3459607485,0.1996721529
0.6997677096,0.0930405236,0.7413950853,0.7073210193,0.8983456664,-0.1709775521,0.46229136,0.6853526221,0.6853526221,0.1846473418
0.2515927612,-0.1233279427,-0.1691172444,0.6215584801,0.8688764356,0.1411188351,0.1651196578,0.7174208814,0.7174208814,0.1097635292
0.2404759269,-0.0085084568,-0.204267828,0.558858847,0.8364083981,-0.0659549971,0.0510453408,0.5495620904,0.5495620904,0.0215158224
0.3245070633,0.0672878169,-0.1142854846,0.2322018794,0.5539731996,-0.29443187,-0.1641529869,0.2381809352,0.2381809352,-0.0183354624
0.2323555758,-0.0546822032,-0.2085853639,0.2122378967,0.5649636871,0.030151659,0,0,0,-0.068930654
0.1806584635,-0.0428431105,-0.1649197238,0.1070569211,0.4744206222,0.0958198888,-0.0608742516,-0.2796412963,-0.2796412963,-0.0954222314
0.1500204222,-0.0326565644,-0.2082082048,0.0103654174,0.3815846966,0.0465425444,-0.1278484237,-0.3468611469,-0.3468611469,-0.0854873714
0.145744916,-0.0054878844,-0.1831782574,0.0812416794,0.4322675865,-0.0156921022,-0.312771533,-0.2626700165,-0.2626700165,-0.0889942573
0.2103626034,0.0853740343,0.0897041746,0.0176782185,0.3599074787,0.054916239,-0.0109314606,-0.0440992524,-0.0440992524,-0.1668120953
0.1626473478,-0.0436773746,-0.0264827065,0.1042541691,0.430310283,-0.0211289586,0.0284648861,0.0220765982,0.0220765982,-0.2240952345
0.21148684,0.0578218473,0.1250841783,-0.0292716734,0.2986102829,-0.0072377522,-0.0033330611,-0.022063104,-0.022063104,-0.2842420685
0.1373957183,-0.0674606668,-0.1294017239,-0.1167300845,0.2071509228,0.0347790022,0.011749534,-0.0220765982,-0.0220765982,-0.3739583089
0.2763804023,0.1947877104,0.2388258832,-0.2304015707,0.0732948835,-0.0238421173,0.0425946681,-0.2209010899,-0.2209010899,-0.4449215022
0.2030117397,-0.0511176837,0.0151375867,-0.1909129291,0.088701934,-0.0127609163,-0.0186903991,-0.133356791,-0.133356791,-0.4541720267
0.1273079531,-0.0718065825,-0.2074913265,-0.1766977637,0.0632090365,-0.0088374995,-0.1968803841,-0.2453940785,-0.2453940785,-0.4443336587
0.1445477299,0.0260761765,-0.1160247774,-0.0454080861,0.1360122046,-0.0341630724,-0.0290141972,-0.0224612558,-0.0224612558,-0.3485975394
0.2031206085,0.0780284717,0.0398749378,0.0587227442,0.1893532297,0,0.149452528,0.1348514499,0.1348514499,-0.2345692949
0.2365092525,0.0316528341,0.182159101,0.2599543555,0.3457372766,-0.0748296641,0.321485767,0.4478317382,0.4478317382,-0.1187700217
0.2476823728,0.0090969152,0.1809290326,-0.0014692692,0.0823005232,0.1972937647,-0.0105539134,0.1327030812,0.1327030812,-0.024242068
0.1150087447,-0.1031471693,-0.2440438913,0.0866868848,0.1339087062,-0.0521133017,-0.0244793277,0.2203616489,0.2203616489,-0.0468031241
0.1243688666,0.0156717846,-0.204439372,0.1643229752,0.1919022585,-0.0509850035,0.0327700502,0.1971220527,0.1971220527,0.0597524581
0.1383188811,0.0215988579,-0.1227910905,0.1288741049,0.1522711874,0.0409959112,0.0162867649,0.0871339483,0.0871339483,0.2265180217
0.206356677,0.0947188851,0.1494747202,-0.124658499,-0.0893308028,0.1563907345,-0.0619174463,-0.369427482,-0.369427482,0.2825645999
0.1485943894,-0.0539006084,0.0087576655,-0.0763083894,-0.0561877803,-0.0313082137,0.0118785756,-0.0658672228,-0.0658672228,0.263531403
0.1081763037,-0.0523770623,-0.1583466753,0.0381775831,0.0343280472,0,-0.0185227344,-0.0439917588,-0.0439917588,0.2676524272
0.0782451688,-0.0532793423,-0.2637553899,0.0352264501,0.0224040609,-0.0143080724,-0.1052595251,-0.1321363201,-0.1321363201,0.1597039319
0.1662863049,0.2166685688,0.1086976099,-0.1160011178,-0.124375334,0.0728814315,-0.1514716995,-0.2652436357,-0.2652436357,-0.0053741892
0.1287054726,-0.0435188809,0.0133364774,-0.1409058005,-0.1473327789,0.0341938193,0.0081283523,-0.0222672659,-0.0222672659,-0.1722022822
0.1482152002,0.0291891872,0.1100032009,-0.0997675207,-0.1111007742,-0.0067329627,-0.0012868341,-0.0222810112,-0.0222810112,-0.203317992
0.1260430017,-0.0288060574,-0.0165855496,-0.1643565311,-0.1632181191,0.0105459004,-0.0840354311,-0.2006529604,-0.2006529604,-0.2274468634
0.1452427866,0.0293322538,0.0101951157,0.0088012196,0.0032950509,-0.0375733,-0.0329431328,-0.0224194025,-0.0224194025,-0.2258132744
0.1661096708,0.0276650107,0.1011242281,-0.1941022814,-0.1796722314,0.0428675917,0.0152647643,-0.0897333452,-0.0897333452,-0.3438693957
0.1975016469,0.0363907951,0.1622061543,-0.2675789847,-0.2610076199,0.0322392464,0.0552533361,-0.1799139594,-0.1799139594,-0.3350841117
0.140748432,-0.0553334252,-0.0576109625,-0.2684072317,-0.27009028,0.0185469595,-0.0250028218,-0.2486209261,-0.2486209261,-0.349678147
0.3174750296,0.241783221,0.3986189273,-0.4085946579,-0.4125838038,0.0367826872,0.0385474472,-0.3641385936,-0.3641385936,-0.4469681377
0.2982759853,-0.0116449559,0.2059904295,-0.512548165,-0.5334036772,0.0407398467,-0.2467512011,-0.7127085229,-0.7127085229,-0.5206860739
0.219294286,-0.050988941,-0.0406919413,-0.4604982149,-0.5162044906,0.0043828439,-0.1806376881,-0.4925276153,-0.4925276153,-0.4358448607
0.2195190593,0.0001973718,-0.0508054028,-0.3820663318,-0.4573688819,0.0099152879,-0.1886610572,-0.332894159,-0.332894159,-0.2621333642
0.2255768286,0.005313838,-0.0739160353,-0.3458433256,-0.4398437778,0.0122038964,-0.3230911082,-0.3119934144,-0.3119934144,-0.2399904895
0.2874642797,0.0528294292,0.0930569209,-0.0860622255,-0.2228136115,-0.0266242575,0.1817148712,0.1210437227,0.1210437227,-0.0014093124
0.1863677787,-0.0677204828,-0.112685155,-0.2071306175,-0.3486350223,0.0149306555,0.0165152856,0.1206391648,0.1206391648,-0.1628391093
0.1966810578,0.0106559887,-0.0736462749,-0.2859558893,-0.4331264383,0.0141880904,0,0,0,-0.0765152767
0.1778230616,-0.0184629383,-0.1069415791,-0.2280340341,-0.3993846592,-0.0041788925,0.0015908843,-0.0240474604,-0.0240474604,-0.0696128129
0.178608472,0.000850504,-0.0810326616,-0.2120516801,-0.4044891456,-0.0108284901,0.003752658,-0.0481269841,-0.0481269841,0.0188247645
0.1122085215,-0.0715868922,-0.2120815696,-0.1989586188,-0.4089790062,-0.0049306417,-0.2785062748,-0.3132430542,-0.3132430542,0.1563376092
0.2067836352,0.1623001198,0.115309488,-0.2610846512,-0.4894419467,0.0202088658,-0.053924584,-0.267372134,-0.267372134,0.2571039365
0.2848095852,0.072659216,0.3001835211,-0.1744921687,-0.4245245686,0,-0.0207628772,-0.0979517994,-0.0979517994,0.2783041189
0.3705733644,0.0579851943,0.3772433657,-0.0530168706,-0.3142879804,0.0063002871,-0.023336244,-0.0245545837,-0.0245545837,0.3162363398
0.2044748026,-0.0863096747,-0.082491285,-0.0967837822,-0.3550021405,0,-0.04290948,-0.0737138967,-0.0737138967,0.3049197091
0.3174998398,0.1064394616,0.0913061297,0.0548934303,-0.2091130982,-0.0257866468,0.1088558585,0.098486325,0.098486325,0.1451936248
0.3227551649,0.0031873069,0.0470884727,-0.1535857376,-0.3683935432,0.0362891513,0,0,0,0.1430931832
0.1540096849,-0.1006761864,-0.2719787371,-0.121388443,-0.3194211682,0.003412062,0.0036506744,-0.0245545837,-0.0245545837,0.1523123943
0.1711617001,0.0214454384,-0.1668506045,-0.0194352828,-0.2173150445,-0.0110958109,-0.0159081437,-0.0245712989,-0.0245712989,0.194253525
0.238213382,0.0754346523,-0.0064916746,0.0307794681,-0.1570821321,-0.0120179205,0.0484845799,0.0983521474,0.0983521474,0.2141376096
0.1926806861,-0.0368065421,-0.0664875587,0.1168487126,-0.0738143511,-0.0124488786,0.028569776,0.0245212215,0.0245212215,0.267353966
0.1038082221,-0.0888171524,-0.2463346845,0.0276204678,-0.1367533277,0.0147761073,-0.0146115295,0.1470274464,0.1470274464,0.3240232543
0.2425559128,0.2573723088,0.1732262339,-0.1546293553,-0.285228045,0.0233400932,0.0559838464,-0.0732154931,-0.0732154931,0.2445664892
0.144919513,-0.077511778,-0.1331520404,-0.0488856859,-0.1799867138,-0.0158530947,-0.0070195235,-0.0733643051,-0.0733643051,0.1330809695
0.213515354,0.0911462336,0.1177853758,-0.0881141178,-0.2007779185,0.0052927805,-0.0425482119,-0.1715320208,-0.1715320208,0.0996776491
0.225025449,0.010380484,0.130534897,-0.2175652276,-0.3063188916,0.0149102923,-0.1434762314,-0.3939452998,-0.3939452998,-0.0107782464
0.1184432951,-0.0912054234,-0.2317812054,-0.0932634704,-0.1712257306,-0.0031804594,-0.1558662837,-0.1742528736,-0.1742528736,0.1087903216
0.1544781168,0.0585840922,-0.0609516182,-0.0884152597,-0.1513867655,0,0.0065541625,0.025014025,0.025014025,0.1624504658
0.0928683921,-0.0767980353,-0.2626932757,-0.1000588782,-0.1561758835,-0.006810321,-0.0725842211,-0.0999868091,-0.0999868091,0.11199111
0.0938237711,0.0019809594,-0.195634482,-0.0689559572,-0.118521099,0,-0.0200806838,-0.0250661376,-0.0250661376,0.0524814525
0.1593786926,0.1345427267,0.1786128823,0.1084336819,0.0402705621,-0.0147702047,0.1701354192,0.3010026804,0.3010026804,-0.0109975071
0.1976738373,0.0462680571,0.2582511449,0.0525258717,-0.002197074,0.0051422683,0.0583911088,0.1243805586,0.1243805586,-0.0575822853
0.0907654474,-0.1041430767,-0.1769691765,0.0246102597,-0.0219782134,0,0.0187360597,0.099162742,0.099162742,0.0408894876
0.1870198804,0.2042057634,0.1760687991,-0.1101269717,-0.1459708652,0.0234332024,0.0135098387,-0.0247227658,-0.0247227658,0.0366569685
0.1340685555,-0.0545201277,-0.0796640477,-0.0477542802,-0.0954553767,-0.0028628808,0,0,0,0.0594652339
0.1184307048,-0.0224604234,-0.1159385872,-0.0297154893,-0.0816805621,0.0064593291,-0.1032183672,-0.1731779758,-0.1731779758,0.1772172674
0.1231113213,0.0076103836,-0.0359903321,-0.0413475019,-0.0943298501,-0.0064080792,-0.093145462,-0.1491538764,-0.1491538764,0.0866592445
0.2824555758,0.2492333899,0.4171076789,-0.0876970709,-0.131327228,-0.0196440234,-0.1217522202,-0.1747349009,-0.1747349009,0.016564667
0.309167676,0.0182106602,0.3717658549,-0.1940870064,-0.2306128525,0.0251623312,0.0970295232,-0.1505013402,-0.1505013402,-0.0175588547
0.2003511203,-0.0677748714,-0.0190982315,-0.063095065,-0.1124785157,-0.016199205,-0.042644594,-0.0755657462,-0.0755657462,-0.026528187
0.1209983784,-0.0762672295,-0.2585796146,-0.2060796213,-0.2349805587,0.0098816537,-0.0414711541,-0.2271728272,-0.2271728272,-0.1227408531
0.2022185529,0.1292564357,-0.0580115402,-0.2850474336,-0.314058896,0.013849715,-0.0397193775,-0.3048155223,-0.3048155223,-0.2047151191
0.2571846907,0.0523410019,0.1117601933,-0.3581383109,-0.3891988996,0,-0.0378633726,-0.3586467944,-0.3586467944,-0.3285002103
0.1967088305,-0.045279826,0.0038672945,-0.2383091563,-0.2856736445,0,-0.0393359824,-0.1293736132,-0.1293736132,-0.2398671463
0.23612599,0.0385859571,0.1026707998,-0.3353782761,-0.3821172212,0.0022223622,-0.2374653821,-0.3895169579,-0.3895169579,-0.245159394
0.1810424666,-0.0449206186,-0.0973176086,-0.3187835808,-0.3841542619,0,-0.1366796047,-0.2625108225,-0.2625108225,-0.2718952429
0.1404647808,-0.0431593232,-0.1899701019,-0.2318127686,-0.3263127896,0,-0.0726558912,-0.1057735915,-0.1057735915,-0.2160190022
0.2179982292,0.1062892794,0.075196204,-0.2932091354,-0.4003158095,0.0166528461,0.0175531201,-0.1060844617,-0.1060844617,-0.2662104514
0.3348284891,0.1031977396,0.3154647067,-0.1169605831,-0.2493948844,-0.0303592413,-0.0699836134,-0.0531985823,-0.0531985823,-0.1520449153
0.1368328594,-0.1138678208,-0.2009774975,-0.1156835945,-0.2546441274,-0.010670169,0.0292190207,0.0532771042,0.0532771042,-0.1071681994
0.1539941322,0.024150543,-0.1352338531,-0.0641160467,-0.2128525324,-0.0097790374,0.0389369874,0.1063971646,0.1063971646,0.1341928216
0.2325136947,0.0981841775,0.0498951598,0.1059091436,-0.0639761855,-0.0176867004,0.1959429514,0.2121689234,0.2121689234,0.3543621851
0.2291813476,-0.0027597485,0.0334674455,0.2136577439,0.0304792204,-0.0154754965,0.1672249593,0.4218581516,0.4218581516,0.5083435742
0.1731946577,-0.0470406518,-0.0401079993,0.1840388397,0.0144930114,-0.0220146778,0.0909733695,0.2345538938,0.2345538938,0.4574907196
0.1603981338,-0.014227393,-0.0964275189,0.2136577439,0.0419831908,-0.0048719099,0.0284137301,0.2848261256,0.2848261256,0.4948754267
0.1138434045,-0.0558897675,-0.2323602761,0.1579956077,-0.0022905334,0.0083703484,-0.1178055959,0.2055244874,0.2055244874,0.5099003201
0.3117638629,0.334773152,0.3586765207,0.4614512472,0.2906916511,-0.0647534636,0.3783631694,0.3831766252,0.3831766252,0.5048444015
0.2309084358,-0.0499403072,0.1032112737,0.4193809571,0.2859112714,-0.013164214,0.1733725634,0.2780445512,0.2780445512,0.580653451
0.2005103501,-0.0253497829,-0.0090844618,0.3611067681,0.2582809356,-0.0295540308,0.0718975904,0.2759191237,0.2759191237,0.4870622495
0.2994924271,0.0950577599,0.1832099991,0.4859900701,0.4085572085,-0.1210973182,0.1621329395,0.4231855501,0.4231855501,0.449471845
0.3281238023,0.0184087445,0.1223262743,0.4536697201,0.4265154307,-1,-0.0618719074,0.4920959522,0.4920959522,0.3622163673
0.3680138374,0.0234096269,0.1798670989,0.5867305734,0.59569605,0.1432552172,0.2884282208,0.3641079835,0.3641079835,0.2800000442
0.2134583275,-0.080870132,-0.1509174812,0.5806525633,0.6472950787,0.0887001662,0.2062282205,0.4325661023,0.4325661023,0.2222516983
0.23871366,0.0227828366,-0.1091297498,0.4201110143,0.5384033008,0.0256577902,-0.042300045,0.3562030075,0.3562030075,0.18149239
0.1930006269,-0.0368748765,-0.1743541652,0.289923585,0.4566977383,-0.0135582709,-0.0321896772,0.1175740655,0.1175740655,0.1219217561
0.1891087536,-0.0038830035,-0.1327152731,0.0777411313,0.2905609934,-0.0265817946,0.0515406733,-0.0703153989,-0.0703153989,0.0531808737
0.2575390696,0.0696794512,0.1114927758,0.0918827192,0.3254473095,0.0057786717,-0.0383576485,-0.2113579329,-0.2113579329,-0.0264554336
0.175542372,-0.0613085504,-0.1038976212,0.1091492777,0.3570604937,-0.0210442996,-0.1844605831,-0.2362253802,-0.2362253802,-0.098125751
0.0842825715,-0.1001072107,-0.330303906,0.0767038914,0.3396901353,0,-0.133143615,-0.1426689253,-0.1426689253,-0.1187986857
0.1435990163,0.1355205464,-0.0965583309,0.0461469617,0.3263280826,-0.0095167762,-0.0762999302,-0.0716175359,-0.0716175359,-0.1569013123
0.1325525394,-0.0148129015,-0.1024035285,-0.00950555,0.2867681812,-0.0094507636,-0.0372035502,0.0717599167,0.0717599167,-0.1874134399
0.3070910228,0.2535542848,0.5103945803,-0.13143549,0.1590134858,0,0.0845343304,-0.0954900479,-0.0954900479,-0.2399047381
0.5741557394,0.1674623579,0.8153729485,0.3512761222,0.6112019723,0.2017446877,0.49706529,0.3829733485,0.3829733485,-0.2612519804
0.2875168626,-0.0961331539,-0.0031530593,0.2664456468,0.5340525701,-0.0088378715,0.1926668534,0.3315835521,0.3315835521,-0.266910658
0.2001141271,-0.0585368722,-0.2073146601,0.1313403937,0.3917227402,-0.0164550733,0.0482991285,0.211220509,0.211220509,-0.2598811918
0.3352580393,0.1300428703,-0.0101548014,0.3331555258,0.5699480315,0.04185784,0.1582269706,0.4666481977,0.4666481977,-0.1488028577
0.2226577384,-0.0646737671,-0.1943074385,0.2919828864,0.5096305951,0.0045473872,-0.1973428569,0.5528307047,0.5528307047,-0.0426885037
0.1308869213,-0.0793660221,-0.2757537477,0.2574252281,0.4476622771,0.0108613805,0.0116569138,0.022687139,0.022687139,0.0079612479
0.1579996882,0.039888288,-0.1525112015,0.3045784376,0.4745804041,-0.0022472542,0.0639994952,0.1360373295,0.1360373295,0.0452484392
0.1965051644,0.0469282195,-0.036205941,0.1480735779,0.3127152561,-0.016278199,-0.0949636916,0.1129387925,0.1129387925,0.0431271108
0.2794753858,0.0813047818,0.257927812,-0.0307759993,0.1369372772,-0.0206837876,0.0891213173,-0.2702076464,-0.2702076464,0.0338302901
0.1422748166,-0.0945322853,-0.1341174663,-0.0445393629,0.1152719647,-0.0035526645,-0.0264023287,-0.2495585286,-0.2495585286,0.0785517796
0.2013561197,0.0799631399,0.0185430355,-0.0337308104,0.1170476567,0.0240977801,-0.0722086474,-0.2056057866,-0.2056057866,0.0128772653
0.1236752911,-0.0742876849,-0.2140616647,-0.0888129891,0.0562489204,0,-0.2549116435,-0.321663484,-0.321663484,-0.049201016
0.2460845199,0.1905895254,0.148694634,0.1586424042,0.2822176956,0.0238549236,0.1413054511,0.0927302199,0.0927302199,-0.0285065035
0.1827925135,-0.0495259,0.0123292634,0.1291388256,0.2538334214,0.0236643734,0.1470564793,0.2543546567,0.2543546567,-0.1094346516
0.2103551973,0.0290356068,0.0564017613,0.1344767512,0.275316496,0,0.1165707593,0.2984975161,0.2984975161,-0.1656065584
0.1452268636,-0.0596189782,-0.1245490919,0.0438182672,0.1747501473,-0.0039993826,-0.0022571182,0.182184167,0.182184167,-0.2004317684
0.1827395604,0.0497392389,-0.034376698,-0.0650129225,0.0567413545,-0.0069147209,-0.0961164356,0.1132932771,0.1132932771,-0.2856201236
0.1454631163,-0.0392798399,-0.0998719319,-0.0891850134,0.027643186,0.0074587928,0.0018294562,-0.1807020681,-0.1807020681,-0.268726436
0.1036549171,-0.0553447439,-0.2124323012,-0.0545097029,0.0400312427,-0.0023505102,-0.0538097282,-0.1589098532,-0.1589098532,-0.2123674778
0.1105740087,0.0128536651,-0.1218144848,-0.1290024594,-0.0427920181,-0.0127591482,-0.1559324067,-0.2964233072,-0.2964233072,-0.2080696558
0.1211213187,0.0183677713,-0.0542712081,-0.0288724298,0.0393368471,0.0154346256,-0.131218968,-0.1149529876,-0.1149529876,-0.0821918163
0.1534805234,0.0514452234,0.1304172871,0.0699756579,0.1158288428,0.0131639537,0.1013780587,0.0922561996,0.0922561996,0.088855788
0.1883955521,0.0438053283,0.2429537685,0.0471575086,0.0874584388,-0.0098155045,0.0454527518,0.0920210022,0.0920210022,0.0388746462
0.1334801457,-0.0561295247,-0.0348514003,-0.0273586136,0.0151260996,-0.004090652,0,0,0,-0.0107212986
0.2038401051,0.1015024947,0.1699685385,0.1152460187,0.14545106,0.0168720889,0.0664935644,0.2524142524,0.2524142524,0.0031494235
0.4471618023,0.2298576755,0.6121399436,0.2688969639,0.2914696481,0,0.2801926518,0.3418109668,0.3418109668,0.0386247656
0.1959078674,-0.1081971901,-0.1006262647,0.1114605934,0.1543026637,-0.020180231,0.0370607269,0.1128681616,0.1128681616,0.1592772826
0.152848418,-0.0423237756,-0.2023577439,0.0662738664,0.1008559397,0.0185112007,0.0031775595,0.0900130626,0.0900130626,0.1822857996
0.1104170007,-0.0534557464,-0.3124150926,0.1084027026,0.127151238,0.0050400942,-0.0658221462,0.2020255864,0.2020255864,0.1678553503
0.1613935054,0.0889000317,-0.1517752694,0.1294538838,0.1288250786,0.01104738,0.0030252026,0.0669670466,0.0669670466,0.2060495562
0.1174268163,-0.0524572496,-0.1270396464,0.1007691755,0.105727793,0,-0.1587158237,-0.133686067,-0.133686067,0.1491826934
0.2082903937,0.1490014015,0.2410717247,-0.0390799187,-0.0162658143,-0.004942212,0.0641639487,-0.1341830412,-0.1341830412,-0.0003411352
0.4575061868,0.2303955718,0.7260033133,-0.4039220809,-0.3542273105,-0.040063616,0.3091160489,-0.4713930348,-0.4713930348,-0.0553653417
0.2201730125,-0.0998916725,-0.0341068231,-0.3839490408,-0.3400839333,0.0044058559,-0.0422509923,-0.5231193927,-0.5231193927,-0.0369664643
0.166461828,-0.0469751801,-0.1793175722,-0.3057955671,-0.2671319485,0.0045161134,-0.2213112849,-0.4846547315,-0.4846547315,-0.1168896516
0.3142615494,0.1709726977,0.0930433139,-0.3324412518,-0.2956642206,-0.0412500129,-0.3648901629,-0.5146437058,-0.5146437058,-0.2075712128
0.1533686922,-0.0985855639,-0.2581665628,-0.1582058353,-0.1422535674,0.0289859645,-0.31384096,-0.2135812905,-0.2135812905,-0.2612171302
0.1128154463,-0.0509162857,-0.2589793261,-0.1447907961,-0.1362281335,0.0058511773,0.0882427904,0.1909800957,0.1909800957,-0.2528079059
0.1116097432,-0.0020579727,-0.2175049361,-0.1786243705,-0.1746376955,-0.0110964555,-0.001474891,0.142481203,0.142481203,-0.265469389
0.1224955092,0.0187812585,-0.1541736039,-0.1777017088,-0.1918607132,0,-0.0006468514,0.0473069962,0.0473069962,-0.33829414
0.145812311,0.0366535988,0.0797969377,-0.2497133685,-0.2874411501,-0.0236923767,0.0191751912,-0.023622538,-0.023622538,-0.4128928641
0.0953590429,-0.0666289421,-0.1176133588,-0.0850895092,-0.1619516097,0.0187915984,-0.0332529828,-0.0472760158,-0.0472760158,-0.3061644027
0.1182111158,0.0461457305,-0.0025468099,-0.0186170876,-0.1120110541,0.0087638885,0,0,0,-0.1122657898
0.1650913405,0.0763658476,0.1714521649,0.1134989821,-0.0034388476,0.022987033,0.1638236699,0.1656830601,0.1656830601,0.0534923263
0.1500681911,-0.0175228402,0.0698350347,0.109117941,-0.0165258177,0.0208315246,0.0822445077,0.1649260226,0.1649260226,0.255700889
